"","ID","Gene.description","Gene.type","ENSGID","SYMBOL","KRvsHEALTHY_LFC","KRvsHEALTHY_P","KRvsHEALTHY_FDR","KRvsHEALTHY_sig0","KRvsHEALTHY_sig1","KRvsHEALTHY_sig2","NonKRvsHEALTHY_LFC","NonKRvsHEALTHY_P","NonKRvsHEALTHY_FDR","NonKRvsHEALTHY_sig0","NonKRvsHEALTHY_sig1","NonKRvsHEALTHY_sig2","KRvsNonKR_LFC","KRvsNonKR_P","KRvsNonKR_FDR","KRvsNonKR_sig0","KRvsNonKR_sig1","KRvsNonKR_sig2","KRvsHEALTHY_LFC_ABS","NonKRvsHEALTHY_LFC_ABS","KRvsNonKR_LFC_ABS"
"1","ENSG00000000003","tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]","protein_coding","ENSG00000000003","TSPAN6",-1.22538615693591,1.61769393767598e-09,3.29706583819313e-08,-1,-1,0,-0.977229254076653,7.99553249687078e-06,0.000317425244533749,-1,0,0,-0.248156902859256,0.252052072798927,0.38828868716326,0,0,0,1.22538615693591,0.977229254076653,0.248156902859256
"2","ENSG00000001561","ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]","protein_coding","ENSG00000001561","ENPP4",-0.941365985216851,1.60173003792527e-06,1.24046012133084e-05,-1,0,0,-0.81175999134928,0.000175897047349027,0.00233456336537693,-1,0,0,-0.129605993867572,0.548111185123874,0.67310882018352,0,0,0,0.941365985216851,0.81175999134928,0.129605993867572
"3","ENSG00000001626","CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]","protein_coding","ENSG00000001626","CFTR",-0.253365649996975,0.114137956109664,0.180993157567601,0,0,0,-1.04248703852237,1.58957559873333e-07,2.71594589682642e-05,-1,-1,0,0.789121388525395,5.93543221024294e-05,0.000687113754872247,1,0,0,0.253365649996975,1.04248703852237,0.789121388525395
"4","ENSG00000003137","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]","protein_coding","ENSG00000003137","CYP26B1",0.119615139604893,0.711604494636053,0.782013514275778,0,0,0,0.973025372130983,0.00515473928704916,0.024145781407848,1,0,0,-0.853410232526091,0.0151820505737378,0.0474336919745491,-1,0,0,0.119615139604893,0.973025372130983,0.853410232526091
"5","ENSG00000003989","solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]","protein_coding","ENSG00000003989","SLC7A2",-1.41453572357024,3.68452614399973e-12,1.79150284480328e-10,-1,-1,0,-0.953459513929081,5.90759115164369e-06,0.000262250299498036,-1,0,0,-0.461076209641157,0.0284032415145144,0.0760665145196443,0,0,0,1.41453572357024,0.953459513929081,0.461076209641157
"6","ENSG00000004848","aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]","protein_coding","ENSG00000004848","ARX",-1.37056386179745,1.00656392764689e-09,2.19856651436564e-08,-1,-1,0,-1.36934822631007,6.0176062494099e-08,1.52797052016266e-05,-1,-1,0,-0.00121563548737402,0.996168770028653,0.997412948250374,0,0,0,1.37056386179745,1.36934822631007,0.00121563548737402
"7","ENSG00000005059","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]","protein_coding","ENSG00000005059","MCUB",0.944153305744889,6.99027049639041e-11,2.14243294576713e-09,1,0,0,0.74536499987018,1.5627471652175e-06,0.000117572607714018,1,0,0,0.19878830587471,0.16935083252296,0.291052155595723,0,0,0,0.944153305744889,0.74536499987018,0.19878830587471
"8","ENSG00000005102","mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]","protein_coding","ENSG00000005102","MEOX1",1.06756763759351,9.14678475860079e-06,5.6105190054266e-05,1,1,0,0.828052200037587,0.00191428942309249,0.0119213788213806,1,0,0,0.239515437555918,0.344367809748118,0.485238914626004,0,0,0,1.06756763759351,0.828052200037587,0.239515437555918
"9","ENSG00000005421","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]","protein_coding","ENSG00000005421","PON1",-0.548492301642211,0.0452602318695439,0.0840048283288327,0,0,0,-0.834916541528439,0.0101581051286069,0.0390763762148747,-1,0,0,0.286424239886228,0.390849614729205,0.530200538434319,0,0,0,0.548492301642211,0.834916541528439,0.286424239886228
"10","ENSG00000005844","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]","protein_coding","ENSG00000005844","ITGAL",0.539991282815211,0.0106536955174212,0.024737519711627,0,0,0,0.731668861909387,0.00187693188440187,0.0117413408761797,1,0,0,-0.191677579094176,0.401322511179064,0.540119121714933,0,0,0,0.539991282815211,0.731668861909387,0.191677579094176
